CustomerID,Country,InvoiceDate,TotalRevenue,Day,Month,Year,,,,,,,,
13658,United Kingdom,13/06/2011,-167,13,6,2011,,,,,,,,
17997,United Kingdom,09/08/2011,-164.88,9,8,2011,,,,,,,,
13316,United Kingdom,31/03/2011,-162.24,31,3,2011,,,,,,,,
17460,United Kingdom,22/09/2011,-159.85,22,9,2011,,,,,,,,
18102,United Kingdom,19/04/2011,-158.21,19,4,2011,,,,,,,,
14064,United Kingdom,13/04/2011,-155.52,13,4,2011,,,,,,,,
12901,United Kingdom,07/01/2011,-153,7,1,2011,,,,,,,,
17307,United Kingdom,12/09/2010,-152.64,12,9,2010,,,,,,,,
15513,United Kingdom,02/07/2011,-152.64,2,7,2011,,,,,,,,
13694,United Kingdom,31/08/2011,-151.2,31,8,2011,,,,,,,,
17716,United Kingdom,22/09/2011,-150.2,22,9,2011,,,,,,,,
15046,United Kingdom,26/06/2011,-149.76,26,6,2011,,,,,,,,
16525,United Kingdom,13/06/2011,-149.76,13,6,2011,,,,,,,,
13069,United Kingdom,25/11/2011,-147.87,25,11,2011,,,,,,,,
13085,United Kingdom,28/04/2011,-143.7,28,4,2011,,,,,,,,
14299,United Kingdom,27/01/2011,-142.35,27,1,2011,,,,,,,,
17548,United Kingdom,12/01/2010,-141.48,12,1,2010,,,,,,,,
12980,United Kingdom,07/07/2011,-139.8,7,7,2011,,,,,,,,
14410,United Kingdom,24/11/2011,-136.85,24,11,2011,,,,,,,,
13364,United Kingdom,10/04/2011,-134.96,10,4,2011,,,,,,,,
15728,United Kingdom,21/10/2011,-134.8,21,10,2011,,,,,,,,
14320,United Kingdom,21/01/2011,-134.68,21,1,2011,,,,,,,,
12406,Denmark,08/09/2011,-134.55,8,9,2011,,,,,,,,
13725,United Kingdom,29/09/2011,-133.15,29,9,2011,,,,,,,,
15066,United Kingdom,11/08/2011,-133,11,8,2011,,,,,,,,
14911,EIRE,30/08/2011,-132.23,30,8,2011,,,,,,,,
14071,United Kingdom,04/12/2011,-131.41,4,12,2011,,,,,,,,
15100,United Kingdom,12/07/2010,-131.4,12,7,2010,,,,,,,,
12947,United Kingdom,25/01/2011,-130,25,1,2011,,,,,,,,
15498,United Kingdom,15/06/2011,-129.9,15,6,2011,,,,,,,,
13552,United Kingdom,06/06/2011,-129.29,6,6,2011,,,,,,,,
16422,United Kingdom,31/03/2011,-129,31,3,2011,,,,,,,,
12597,Spain,11/07/2011,-128.09,11,7,2011,,,,,,,,
12749,United Kingdom,08/11/2011,-125.78,8,11,2011,,,,,,,,
12613,Germany,11/08/2011,-125.4,11,8,2011,,,,,,,,
13777,United Kingdom,27/01/2011,-125.19,27,1,2011,,,,,,,,
16971,United Kingdom,12/07/2011,-125,12,7,2011,,,,,,,,
14543,United Kingdom,22/09/2011,-125,22,9,2011,,,,,,,,
16949,United Kingdom,13/06/2011,-125,13,6,2011,,,,,,,,
15834,United Kingdom,23/06/2011,-125,23,6,2011,,,,,,,,
16729,United Kingdom,08/05/2011,-125,8,5,2011,,,,,,,,
13476,United Kingdom,06/07/2011,-125,6,7,2011,,,,,,,,
16316,United Kingdom,08/02/2011,-125,8,2,2011,,,,,,,,
15521,United Kingdom,05/09/2011,-125,5,9,2011,,,,,,,,
13941,United Kingdom,19/07/2011,-124.95,19,7,2011,,,,,,,,
12471,Germany,02/11/2011,-124.8,2,11,2011,,,,,,,,
12472,Germany,12/01/2010,-122.3,12,1,2010,,,,,,,,
15632,United Kingdom,24/10/2011,-122.1,24,10,2011,,,,,,,,
17340,United Kingdom,30/11/2011,-121.84,30,11,2011,,,,,,,,
15498,United Kingdom,18/10/2011,-120.58,18,10,2011,,,,,,,,
13089,United Kingdom,20/12/2010,-120,20,12,2010,,,,,,,,
17940,United Kingdom,27/04/2011,-120,27,4,2011,,,,,,,,
16701,United Kingdom,14/07/2011,-119.76,14,7,2011,,,,,,,,
12931,United Kingdom,11/11/2011,-119.6,11,11,2011,,,,,,,,
13802,United Kingdom,14/12/2010,-117.45,14,12,2010,,,,,,,,
16029,United Kingdom,13/09/2011,-117.24,13,9,2011,,,,,,,,
12753,Japan,12/06/2011,-116.93,12,6,2011,,,,,,,,
15809,United Kingdom,11/04/2011,-116.56,11,4,2011,,,,,,,,
13148,United Kingdom,13/06/2011,-116.33,13,6,2011,,,,,,,,
13089,United Kingdom,26/05/2011,-115.95,26,5,2011,,,,,,,,
12683,France,09/05/2011,-115.47,9,5,2011,,,,,,,,
15433,United Kingdom,21/09/2011,-115.43,21,9,2011,,,,,,,,
15189,United Kingdom,21/03/2011,-114.8,21,3,2011,,,,,,,,
12908,United Kingdom,10/12/2011,-114,10,12,2011,,,,,,,,
13113,United Kingdom,10/10/2011,-113.55,10,10,2011,,,,,,,,
17065,United Kingdom,19/07/2011,-112.35,19,7,2011,,,,,,,,
13408,United Kingdom,11/11/2011,-112.14,11,11,2011,,,,,,,,
13408,United Kingdom,09/02/2011,-110.43,9,2,2011,,,,,,,,
12626,Germany,26/07/2011,-110.1,26,7,2011,,,,,,,,
12753,Japan,01/06/2011,-109.8,1,6,2011,,,,,,,,
17658,United Kingdom,29/11/2011,-109.54,29,11,2011,,,,,,,,
17188,United Kingdom,16/12/2010,-109.5,16,12,2010,,,,,,,,
14051,United Kingdom,03/07/2011,-107.9,3,7,2011,,,,,,,,
14437,United Kingdom,19/07/2011,-106.4,19,7,2011,,,,,,,,
16394,United Kingdom,21/09/2011,-105.42,21,9,2011,,,,,,,,
15985,United Kingdom,07/05/2011,-105,7,5,2011,,,,,,,,
17671,United Kingdom,19/05/2011,-104.55,19,5,2011,,,,,,,,
14606,United Kingdom,09/07/2011,-104.43,9,7,2011,,,,,,,,
16422,United Kingdom,17/03/2011,-104.11,17,3,2011,,,,,,,,
14748,United Kingdom,01/12/2011,-103.96,1,12,2011,,,,,,,,
17548,United Kingdom,05/06/2011,-103.3,5,6,2011,,,,,,,,
14952,United Kingdom,12/08/2010,-103,12,8,2010,,,,,,,,
17850,United Kingdom,02/10/2011,-102.58,2,10,2011,,,,,,,,
13958,United Kingdom,12/02/2010,-102.45,12,2,2010,,,,,,,,
16554,United Kingdom,12/06/2011,-102.45,12,6,2011,,,,,,,,
16422,United Kingdom,04/07/2011,-102,4,7,2011,,,,,,,,
13881,United Kingdom,11/11/2011,-102,11,11,2011,,,,,,,,
15045,United Kingdom,04/01/2011,-102,4,1,2011,,,,,,,,
14113,United Kingdom,25/01/2011,-102,25,1,2011,,,,,,,,
13829,United Kingdom,15/12/2010,-102,15,12,2010,,,,,,,,
12451,Switzerland,15/07/2011,-102,15,7,2011,,,,,,,,
16817,United Kingdom,17/06/2011,-101.7,17,6,2011,,,,,,,,
13113,United Kingdom,10/09/2011,-101.5,10,9,2011,,,,,,,,
14156,EIRE,11/04/2011,-100.36,11,4,2011,,,,,,,,
15498,United Kingdom,31/08/2011,-99.92,31,8,2011,,,,,,,,
15505,United Kingdom,10/06/2011,-99.6,10,6,2011,,,,,,,,
14475,United Kingdom,26/06/2011,-99.5,26,6,2011,,,,,,,,
12476,Germany,12/08/2011,-98.75,12,8,2011,,,,,,,,
14299,United Kingdom,14/01/2011,-98.55,14,1,2011,,,,,,,,
16571,United Kingdom,12/06/2011,-98.51,12,6,2011,,,,,,,,
14911,EIRE,27/10/2011,-97.9,27,10,2011,,,,,,,,
15321,United Kingdom,21/10/2011,-97.58,21,10,2011,,,,,,,,
17900,United Kingdom,28/06/2011,-97.2,28,6,2011,,,,,,,,
16841,United Kingdom,24/08/2011,-95.2,24,8,2011,,,,,,,,
12472,Germany,02/07/2011,-94.93,2,7,2011,,,,,,,,
12709,Germany,27/01/2011,-94.46,27,1,2011,,,,,,,,
15638,United Kingdom,02/11/2011,-94,2,11,2011,,,,,,,,
12477,Germany,09/09/2011,-93.18,9,9,2011,,,,,,,,
15290,United Kingdom,11/03/2011,-92.8,11,3,2011,,,,,,,,
16233,United Kingdom,14/12/2010,-92.65,14,12,2010,,,,,,,,
12471,Germany,01/05/2011,-92.5,1,5,2011,,,,,,,,
15113,United Kingdom,14/11/2011,-91.92,14,11,2011,,,,,,,,
15311,United Kingdom,15/03/2011,-91.8,15,3,2011,,,,,,,,
14229,United Kingdom,28/01/2011,-91.65,28,1,2011,,,,,,,,
15676,United Kingdom,30/11/2011,-91.27,30,11,2011,,,,,,,,
12359,Cyprus,12/02/2011,-91.25,12,2,2011,,,,,,,,
13426,United Kingdom,30/09/2011,-90.62,30,9,2011,,,,,,,,
14911,EIRE,09/09/2011,-89.65,9,9,2011,,,,,,,,
17188,United Kingdom,02/10/2011,-89.15,2,10,2011,,,,,,,,
15465,United Kingdom,19/09/2011,-88.45,19,9,2011,,,,,,,,
17702,United Kingdom,12/09/2010,-88.15,12,9,2010,,,,,,,,
16639,United Kingdom,14/11/2011,-88.13,14,11,2011,,,,,,,,
12921,United Kingdom,30/03/2011,-87.3,30,3,2011,,,,,,,,
12731,France,18/04/2011,-86,18,4,2011,,,,,,,,
12753,Japan,26/04/2011,-85.47,26,4,2011,,,,,,,,
13089,United Kingdom,02/11/2011,-85.2,2,11,2011,,,,,,,,
15257,United Kingdom,03/03/2011,-85,3,3,2011,,,,,,,,
12471,Germany,09/02/2011,-84.72,9,2,2011,,,,,,,,
15251,United Kingdom,19/09/2011,-84.48,19,9,2011,,,,,,,,
15358,United Kingdom,31/01/2011,-84.2,31,1,2011,,,,,,,,
12709,Germany,29/07/2011,-84.19,29,7,2011,,,,,,,,
14533,United Kingdom,10/04/2011,-84,10,4,2011,,,,,,,,
12709,Germany,02/08/2011,-83.98,2,8,2011,,,,,,,,
13047,United Kingdom,07/08/2011,-83.24,7,8,2011,,,,,,,,
15969,United Kingdom,30/11/2011,-83.2,30,11,2011,,,,,,,,
13317,United Kingdom,06/09/2011,-82.9,6,9,2011,,,,,,,,
16027,United Kingdom,18/02/2011,-82.5,18,2,2011,,,,,,,,
12931,United Kingdom,02/10/2011,-82,2,10,2011,,,,,,,,
15827,United Kingdom,05/11/2011,-80.75,5,11,2011,,,,,,,,
15521,United Kingdom,11/03/2011,-80.55,11,3,2011,,,,,,,,
14311,United Kingdom,28/04/2011,-80.55,28,4,2011,,,,,,,,
12748,United Kingdom,27/09/2011,-80,27,9,2011,,,,,,,,
16923,United Kingdom,24/05/2011,-80,24,5,2011,,,,,,,,
14586,United Kingdom,26/04/2011,-79.92,26,4,2011,,,,,,,,
14231,United Kingdom,13/06/2011,-79.9,13,6,2011,,,,,,,,
12501,Germany,28/01/2011,-79.71,28,1,2011,,,,,,,,
18198,United Kingdom,21/07/2011,-79.5,21,7,2011,,,,,,,,
16133,United Kingdom,10/06/2011,-79.2,10,6,2011,,,,,,,,
16029,United Kingdom,18/10/2011,-79.2,18,10,2011,,,,,,,,
15621,United Kingdom,29/11/2011,-78.96,29,11,2011,,,,,,,,
14527,United Kingdom,18/11/2011,-78.72,18,11,2011,,,,,,,,
15513,United Kingdom,11/08/2011,-78.3,11,8,2011,,,,,,,,
15215,United Kingdom,26/10/2011,-78.15,26,10,2011,,,,,,,,
16779,United Kingdom,12/06/2011,-78,12,6,2011,,,,,,,,
15561,United Kingdom,09/04/2011,-77.85,9,4,2011,,,,,,,,
18194,United Kingdom,10/06/2011,-77.84,10,6,2011,,,,,,,,
16554,United Kingdom,19/05/2011,-77.2,19,5,2011,,,,,,,,
12749,United Kingdom,23/05/2011,-77,23,5,2011,,,,,,,,
15322,United Kingdom,10/06/2011,-76.71,10,6,2011,,,,,,,,
17865,United Kingdom,21/02/2011,-76.65,21,2,2011,,,,,,,,
15100,United Kingdom,16/12/2010,-76.65,16,12,2010,,,,,,,,
15187,United Kingdom,11/04/2011,-76.5,11,4,2011,,,,,,,,
14800,United Kingdom,05/03/2011,-76.5,5,3,2011,,,,,,,,
15814,United Kingdom,12/06/2011,-76.5,12,6,2011,,,,,,,,
14088,United Kingdom,13/07/2011,-76.32,13,7,2011,,,,,,,,
14276,United Kingdom,03/03/2011,-76.3,3,3,2011,,,,,,,,
17652,United Kingdom,24/10/2011,-75.65,24,10,2011,,,,,,,,
13941,United Kingdom,12/03/2010,-75.6,12,3,2010,,,,,,,,
17940,United Kingdom,20/05/2011,-75,20,5,2011,,,,,,,,
13694,United Kingdom,27/09/2011,-74.88,27,9,2011,,,,,,,,
13408,United Kingdom,31/08/2011,-74.69,31,8,2011,,,,,,,,
18230,United Kingdom,15/12/2010,-74.25,15,12,2010,,,,,,,,
15696,United Kingdom,04/01/2011,-74.15,4,1,2011,,,,,,,,
17204,United Kingdom,25/03/2011,-74.1,25,3,2011,,,,,,,,
12980,United Kingdom,06/09/2011,-73.29,6,9,2011,,,,,,,,
12584,Italy,14/11/2011,-73.2,14,11,2011,,,,,,,,
14431,United Kingdom,14/02/2011,-72.6,14,2,2011,,,,,,,,
12908,United Kingdom,31/01/2011,-72,31,1,2011,,,,,,,,
17888,United Kingdom,21/11/2011,-72,21,11,2011,,,,,,,,
12712,Germany,02/04/2011,-71.9,2,4,2011,,,,,,,,
13672,United Kingdom,02/11/2011,-71.46,2,11,2011,,,,,,,,
15379,United Kingdom,01/04/2011,-71.4,1,4,2011,,,,,,,,
15125,United Kingdom,27/10/2011,-71.4,27,10,2011,,,,,,,,
14410,United Kingdom,21/07/2011,-70.74,21,7,2011,,,,,,,,
14057,United Kingdom,03/10/2011,-70.56,3,10,2011,,,,,,,,
14527,United Kingdom,14/02/2011,-70.01,14,2,2011,,,,,,,,
15189,United Kingdom,03/07/2011,-69.9,3,7,2011,,,,,,,,
12471,Germany,11/08/2011,-69.85,11,8,2011,,,,,,,,
12980,United Kingdom,23/12/2010,-69.75,23,12,2010,,,,,,,,
12625,Germany,02/03/2011,-69.5,2,3,2011,,,,,,,,
16652,United Kingdom,31/08/2011,-68.56,31,8,2011,,,,,,,,
13350,United Kingdom,20/10/2011,-68.4,20,10,2011,,,,,,,,
12683,France,11/03/2011,-68.26,11,3,2011,,,,,,,,
13881,United Kingdom,29/06/2011,-68,29,6,2011,,,,,,,,
17204,United Kingdom,20/12/2010,-67.7,20,12,2010,,,,,,,,
17633,United Kingdom,15/12/2010,-67.5,15,12,2010,,,,,,,,
17428,United Kingdom,23/09/2011,-67.25,23,9,2011,,,,,,,,
15786,United Kingdom,31/08/2011,-67.2,31,8,2011,,,,,,,,
17655,United Kingdom,16/12/2010,-67.2,16,12,2010,,,,,,,,
14640,United Kingdom,24/11/2011,-66.28,24,11,2011,,,,,,,,
16984,United Kingdom,31/08/2011,-66.28,31,8,2011,,,,,,,,
15406,United Kingdom,18/11/2011,-66.25,18,11,2011,,,,,,,,
12830,United Kingdom,21/07/2011,-66.24,21,7,2011,,,,,,,,
13587,United Kingdom,11/08/2011,-66,11,8,2011,,,,,,,,
15299,United Kingdom,02/11/2011,-65.91,2,11,2011,,,,,,,,
12540,Spain,20/01/2011,-65.7,20,1,2011,,,,,,,,
14112,United Kingdom,17/03/2011,-65.3,17,3,2011,,,,,,,,
13924,United Kingdom,10/06/2011,-65.09,10,6,2011,,,,,,,,
13883,United Kingdom,05/12/2011,-65.03,5,12,2011,,,,,,,,
16928,United Kingdom,13/02/2011,-64.85,13,2,2011,,,,,,,,
16898,United Kingdom,12/09/2010,-64.35,12,9,2010,,,,,,,,
14031,United Kingdom,02/11/2011,-64.27,2,11,2011,,,,,,,,
13081,United Kingdom,01/05/2011,-64.15,1,5,2011,,,,,,,,
16422,United Kingdom,21/06/2011,-64.15,21,6,2011,,,,,,,,
15527,United Kingdom,11/03/2011,-64.11,11,3,2011,,,,,,,,
13694,United Kingdom,08/09/2011,-64,8,9,2011,,,,,,,,
14109,United Kingdom,16/11/2011,-64,16,11,2011,,,,,,,,
14911,EIRE,16/08/2011,-63.94,16,8,2011,,,,,,,,
14333,United Kingdom,10/06/2011,-63.75,10,6,2011,,,,,,,,
15107,United Kingdom,15/12/2010,-63.34,15,12,2010,,,,,,,,
15602,United Kingdom,01/11/2011,-62.99,1,11,2011,,,,,,,,
12626,Germany,21/01/2011,-62.25,21,1,2011,,,,,,,,
13672,United Kingdom,01/10/2011,-62.13,1,10,2011,,,,,,,,
12428,Finland,04/07/2011,-62.11,4,7,2011,,,,,,,,
16124,United Kingdom,27/01/2011,-61.85,27,1,2011,,,,,,,,
12781,Czech Republic,18/11/2011,-61.51,18,11,2011,,,,,,,,
13954,United Kingdom,13/10/2011,-61.33,13,10,2011,,,,,,,,
15061,United Kingdom,23/06/2011,-61.2,23,6,2011,,,,,,,,
17204,United Kingdom,18/04/2011,-61,18,4,2011,,,,,,,,
14501,United Kingdom,10/06/2011,-60.9,10,6,2011,,,,,,,,
14342,United Kingdom,17/05/2011,-60.85,17,5,2011,,,,,,,,
12583,France,14/10/2011,-60.84,14,10,2011,,,,,,,,
12427,Germany,28/11/2011,-60.48,28,11,2011,,,,,,,,
12612,Germany,13/10/2011,-60.45,13,10,2011,,,,,,,,
16057,United Kingdom,03/09/2011,-60.35,3,9,2011,,,,,,,,
15950,United Kingdom,12/08/2011,-60.25,12,8,2011,,,,,,,,
17675,United Kingdom,24/10/2011,-60.18,24,10,2011,,,,,,,,
